Date,Time,Building,Floor,Carbon Emissions (kg CO₂),Source Type
10/23/2024,16:00,ECSW UTD,3,1.61,Lighting
10/23/2024,16:00,ECSW UTD,3,3.78,Computing
10/23/2024,16:00,ECSW UTD,3,3.23,Refrigeration
10/23/2024,16:00,ECSW UTD,3,2.31,Office Equipment
10/23/2024,16:00,ECSW UTD,4,4.81,HVAC
10/23/2024,16:00,ECSW UTD,4,1.88,Lighting
10/23/2024,16:00,ECSW UTD,4,2.05,Computing
10/23/2024,16:00,ECSW UTD,4,3.77,Refrigeration
10/23/2024,16:00,ECSW UTD,4,0.98,Office Equipment
10/23/2024,17:00,ECSW UTD,1,4.7,HVAC
10/23/2024,17:00,ECSW UTD,1,1.93,Lighting
10/23/2024,17:00,ECSW UTD,1,3.48,Computing
10/23/2024,17:00,ECSW UTD,1,4.1,Refrigeration
10/23/2024,17:00,ECSW UTD,1,1.65,Office Equipment
10/23/2024,17:00,ECSW UTD,2,4.45,HVAC
10/23/2024,17:00,ECSW UTD,2,1.56,Lighting
10/23/2024,17:00,ECSW UTD,2,3.9,Computing
10/23/2024,17:00,ECSW UTD,2,3.63,Refrigeration
10/23/2024,17:00,ECSW UTD,2,2.33,Office Equipment
10/23/2024,17:00,ECSW UTD,3,4.88,HVAC
10/23/2024,17:00,ECSW UTD,3,2,Lighting
10/23/2024,17:00,ECSW UTD,3,3.54,Computing
10/23/2024,17:00,ECSW UTD,3,4.64,Refrigeration
10/23/2024,17:00,ECSW UTD,3,1.44,Office Equipment
10/23/2024,17:00,ECSW UTD,4,4.81,HVAC
10/23/2024,17:00,ECSW UTD,4,1.97,Lighting
10/23/2024,17:00,ECSW UTD,4,3.17,Computing
10/23/2024,17:00,ECSW UTD,4,4.45,Refrigeration
10/23/2024,17:00,ECSW UTD,4,1.5,Office Equipment
10/24/2024,9:00,ECSW UTD,1,5.31,HVAC
10/24/2024,9:00,ECSW UTD,1,2.82,Lighting
10/24/2024,9:00,ECSW UTD,1,3.19,Computing
10/24/2024,9:00,ECSW UTD,1,4.16,Refrigeration
10/24/2024,9:00,ECSW UTD,1,0.74,Office Equipment
10/24/2024,9:00,ECSW UTD,2,3.68,HVAC
10/24/2024,9:00,ECSW UTD,2,2.19,Lighting
10/24/2024,9:00,ECSW UTD,2,2.95,Computing
10/24/2024,9:00,ECSW UTD,2,3.74,Refrigeration
10/24/2024,9:00,ECSW UTD,2,1.62,Office Equipment
10/24/2024,9:00,ECSW UTD,3,4.97,HVAC
10/24/2024,9:00,ECSW UTD,3,2.56,Lighting
10/24/2024,9:00,ECSW UTD,3,3.04,Computing
10/24/2024,9:00,ECSW UTD,3,3.63,Refrigeration
10/24/2024,9:00,ECSW UTD,3,2,Office Equipment
10/24/2024,9:00,ECSW UTD,4,4.89,HVAC
10/24/2024,9:00,ECSW UTD,4,2.26,Lighting
10/24/2024,9:00,ECSW UTD,4,2.76,Computing
10/24/2024,9:00,ECSW UTD,4,3.68,Refrigeration
10/24/2024,9:00,ECSW UTD,4,1.54,Office Equipment
10/24/2024,10:00,ECSW UTD,1,5.01,HVAC
10/24/2024,10:00,ECSW UTD,1,2.24,Lighting
10/24/2024,10:00,ECSW UTD,1,2.87,Computing
10/24/2024,10:00,ECSW UTD,1,3.08,Refrigeration
10/24/2024,10:00,ECSW UTD,1,1.28,Office Equipment
10/24/2024,10:00,ECSW UTD,2,5.4,HVAC
10/24/2024,10:00,ECSW UTD,2,1.85,Lighting
10/24/2024,10:00,ECSW UTD,2,2.88,Computing
10/24/2024,10:00,ECSW UTD,2,4.49,Refrigeration
10/24/2024,10:00,ECSW UTD,2,1.14,Office Equipment
10/24/2024,10:00,ECSW UTD,3,4.23,HVAC
10/24/2024,10:00,ECSW UTD,3,1.92,Lighting
10/24/2024,10:00,ECSW UTD,3,2.76,Computing
10/24/2024,10:00,ECSW UTD,3,3.52,Refrigeration
10/24/2024,10:00,ECSW UTD,3,1.41,Office Equipment
10/24/2024,10:00,ECSW UTD,4,5.25,HVAC
10/24/2024,10:00,ECSW UTD,4,2,Lighting
10/24/2024,10:00,ECSW UTD,4,3.15,Computing
10/24/2024,10:00,ECSW UTD,4,4.91,Refrigeration
10/24/2024,10:00,ECSW UTD,4,1.33,Office Equipment
10/24/2024,11:00,ECSW UTD,1,5.14,HVAC
10/24/2024,11:00,ECSW UTD,1,1.75,Lighting
10/24/2024,11:00,ECSW UTD,1,2.58,Computing
10/24/2024,11:00,ECSW UTD,1,3.71,Refrigeration
10/24/2024,11:00,ECSW UTD,1,1.26,Office Equipment
10/24/2024,11:00,ECSW UTD,2,5.18,HVAC
10/24/2024,11:00,ECSW UTD,2,3.17,Lighting
10/24/2024,11:00,ECSW UTD,2,2.64,Computing
10/24/2024,11:00,ECSW UTD,2,3.79,Refrigeration
10/24/2024,11:00,ECSW UTD,2,1.47,Office Equipment
10/24/2024,11:00,ECSW UTD,3,5.2,HVAC
10/24/2024,11:00,ECSW UTD,3,2.13,Lighting
10/24/2024,11:00,ECSW UTD,3,3.64,Computing
10/24/2024,11:00,ECSW UTD,3,2.79,Refrigeration
10/24/2024,11:00,ECSW UTD,3,0.31,Office Equipment
10/24/2024,11:00,ECSW UTD,4,4.75,HVAC
10/24/2024,11:00,ECSW UTD,4,2.55,Lighting
10/24/2024,11:00,ECSW UTD,4,2.22,Computing
10/24/2024,11:00,ECSW UTD,4,2.5,Refrigeration
10/24/2024,11:00,ECSW UTD,4,1.79,Office Equipment
10/24/2024,12:00,ECSW UTD,1,5.12,HVAC
10/24/2024,12:00,ECSW UTD,1,1.45,Lighting
10/24/2024,12:00,ECSW UTD,1,2.51,Computing
10/24/2024,12:00,ECSW UTD,1,3.52,Refrigeration
10/24/2024,12:00,ECSW UTD,1,1.56,Office Equipment
10/24/2024,12:00,ECSW UTD,2,4.69,HVAC
10/24/2024,12:00,ECSW UTD,2,2.25,Lighting
10/24/2024,12:00,ECSW UTD,2,1.57,Computing
10/24/2024,12:00,ECSW UTD,2,3.57,Refrigeration
10/24/2024,12:00,ECSW UTD,2,0.94,Office Equipment
10/24/2024,12:00,ECSW UTD,3,4.87,HVAC
10/24/2024,12:00,ECSW UTD,3,1.73,Lighting
10/24/2024,12:00,ECSW UTD,3,3.4,Computing
10/24/2024,12:00,ECSW UTD,3,3.07,Refrigeration
10/24/2024,12:00,ECSW UTD,3,1.52,Office Equipment
10/24/2024,12:00,ECSW UTD,4,5.28,HVAC
10/24/2024,12:00,ECSW UTD,4,2.93,Lighting
10/24/2024,12:00,ECSW UTD,4,2.76,Computing
10/24/2024,12:00,ECSW UTD,4,4.16,Refrigeration
10/24/2024,12:00,ECSW UTD,4,0.6,Office Equipment
10/24/2024,13:00,ECSW UTD,1,3.8,HVAC
10/24/2024,13:00,ECSW UTD,1,2.42,Lighting
10/24/2024,13:00,ECSW UTD,1,3,Computing
10/24/2024,13:00,ECSW UTD,1,4.59,Refrigeration
10/24/2024,13:00,ECSW UTD,1,0.81,Office Equipment
10/24/2024,13:00,ECSW UTD,2,5.26,HVAC
10/24/2024,13:00,ECSW UTD,2,2.93,Lighting
10/24/2024,13:00,ECSW UTD,2,3.21,Computing
10/24/2024,13:00,ECSW UTD,2,4.14,Refrigeration
10/24/2024,13:00,ECSW UTD,2,1.5,Office Equipment
10/24/2024,13:00,ECSW UTD,3,4.21,HVAC
10/24/2024,13:00,ECSW UTD,3,2.68,Lighting
10/24/2024,13:00,ECSW UTD,3,2.69,Computing
10/24/2024,13:00,ECSW UTD,3,4.25,Refrigeration
10/24/2024,13:00,ECSW UTD,3,0.72,Office Equipment
10/24/2024,13:00,ECSW UTD,4,4.41,HVAC
10/24/2024,13:00,ECSW UTD,4,2.72,Lighting
10/24/2024,13:00,ECSW UTD,4,2.83,Computing
10/24/2024,13:00,ECSW UTD,4,4.73,Refrigeration
10/24/2024,13:00,ECSW UTD,4,1.46,Office Equipment
10/24/2024,14:00,ECSW UTD,1,4.08,HVAC
10/24/2024,14:00,ECSW UTD,1,2.45,Lighting
10/24/2024,14:00,ECSW UTD,1,2.71,Computing
10/24/2024,14:00,ECSW UTD,1,4.35,Refrigeration
10/24/2024,14:00,ECSW UTD,1,1.51,Office Equipment
10/24/2024,14:00,ECSW UTD,2,4.23,HVAC
10/24/2024,14:00,ECSW UTD,2,2.08,Lighting
10/24/2024,14:00,ECSW UTD,2,4.1,Computing
10/24/2024,14:00,ECSW UTD,2,4.25,Refrigeration
10/24/2024,14:00,ECSW UTD,2,1.47,Office Equipment
10/24/2024,14:00,ECSW UTD,3,5.54,HVAC
10/24/2024,14:00,ECSW UTD,3,2.11,Lighting
10/24/2024,14:00,ECSW UTD,3,3.1,Computing
10/24/2024,14:00,ECSW UTD,3,3.45,Refrigeration
10/24/2024,14:00,ECSW UTD,3,1.62,Office Equipment
10/24/2024,14:00,ECSW UTD,4,5.52,HVAC
10/24/2024,14:00,ECSW UTD,4,1.58,Lighting
10/24/2024,14:00,ECSW UTD,4,3.71,Computing
10/24/2024,14:00,ECSW UTD,4,3.95,Refrigeration
10/24/2024,14:00,ECSW UTD,4,1.06,Office Equipment
10/24/2024,15:00,ECSW UTD,1,5.5,HVAC
10/24/2024,15:00,ECSW UTD,1,1.86,Lighting
10/24/2024,15:00,ECSW UTD,1,3.38,Computing
10/24/2024,15:00,ECSW UTD,1,3.85,Refrigeration
10/24/2024,15:00,ECSW UTD,1,1.47,Office Equipment
10/24/2024,15:00,ECSW UTD,2,5.25,HVAC
10/24/2024,15:00,ECSW UTD,2,2.15,Lighting
10/24/2024,15:00,ECSW UTD,2,2,Computing
10/24/2024,15:00,ECSW UTD,2,3.44,Refrigeration
10/24/2024,15:00,ECSW UTD,2,1.96,Office Equipment
10/24/2024,15:00,ECSW UTD,3,4.93,HVAC
10/24/2024,15:00,ECSW UTD,3,1.74,Lighting
10/24/2024,15:00,ECSW UTD,3,2.32,Computing
10/24/2024,15:00,ECSW UTD,3,3.46,Refrigeration
10/24/2024,15:00,ECSW UTD,3,0.49,Office Equipment
10/24/2024,15:00,ECSW UTD,4,4.95,HVAC
10/24/2024,15:00,ECSW UTD,4,1.7,Lighting
10/24/2024,15:00,ECSW UTD,4,2.52,Computing
10/24/2024,15:00,ECSW UTD,4,3.97,Refrigeration
10/24/2024,15:00,ECSW UTD,4,1.68,Office Equipment
10/24/2024,16:00,ECSW UTD,1,6.05,HVAC
10/24/2024,16:00,ECSW UTD,1,1.24,Lighting
10/24/2024,16:00,ECSW UTD,1,3.58,Computing
10/24/2024,16:00,ECSW UTD,1,4.49,Refrigeration
10/24/2024,16:00,ECSW UTD,1,1.11,Office Equipment
10/24/2024,16:00,ECSW UTD,2,5.1,HVAC
10/24/2024,16:00,ECSW UTD,2,1.77,Lighting
10/24/2024,16:00,ECSW UTD,2,3.09,Computing
10/24/2024,16:00,ECSW UTD,2,4.75,Refrigeration
10/24/2024,16:00,ECSW UTD,2,1.8,Office Equipment
10/24/2024,16:00,ECSW UTD,3,5.25,HVAC
10/24/2024,16:00,ECSW UTD,3,1.78,Lighting
10/24/2024,16:00,ECSW UTD,3,2.26,Computing
10/24/2024,16:00,ECSW UTD,3,3.9,Refrigeration
10/24/2024,16:00,ECSW UTD,3,2.1,Office Equipment
10/24/2024,16:00,ECSW UTD,4,4.24,HVAC
10/24/2024,16:00,ECSW UTD,4,1.47,Lighting
10/24/2024,16:00,ECSW UTD,4,3.06,Computing
10/24/2024,16:00,ECSW UTD,4,3.51,Refrigeration
10/24/2024,16:00,ECSW UTD,4,1.1,Office Equipment
10/24/2024,17:00,ECSW UTD,1,4.79,HVAC
10/24/2024,17:00,ECSW UTD,1,1.32,Lighting
10/24/2024,17:00,ECSW UTD,1,2.51,Computing
10/24/2024,17:00,ECSW UTD,1,4.35,Refrigeration
10/24/2024,17:00,ECSW UTD,1,0.85,Office Equipment
10/24/2024,17:00,ECSW UTD,2,4.2,HVAC
10/24/2024,17:00,ECSW UTD,2,1.68,Lighting
10/24/2024,17:00,ECSW UTD,2,3.37,Computing
10/24/2024,17:00,ECSW UTD,2,3.9,Refrigeration
10/24/2024,17:00,ECSW UTD,2,1.27,Office Equipment
10/24/2024,17:00,ECSW UTD,3,5.02,HVAC
10/24/2024,17:00,ECSW UTD,3,1.13,Lighting
10/24/2024,17:00,ECSW UTD,3,3.25,Computing
10/24/2024,17:00,ECSW UTD,3,4.19,Refrigeration
10/24/2024,17:00,ECSW UTD,3,1.3,Office Equipment
10/24/2024,17:00,ECSW UTD,4,5.5,HVAC
10/24/2024,17:00,ECSW UTD,4,1.44,Lighting
10/24/2024,17:00,ECSW UTD,4,3.56,Computing
10/24/2024,17:00,ECSW UTD,4,4.08,Refrigeration
10/24/2024,17:00,ECSW UTD,4,1.33,Office Equipment
10/25/2024,9:00,ECSW UTD,1,4.99,HVAC
10/25/2024,9:00,ECSW UTD,1,1.95,Lighting
10/25/2024,9:00,ECSW UTD,1,3.61,Computing
10/25/2024,9:00,ECSW UTD,1,3.46,Refrigeration
10/25/2024,9:00,ECSW UTD,1,1.12,Office Equipment
10/25/2024,9:00,ECSW UTD,2,5.52,HVAC
10/25/2024,9:00,ECSW UTD,2,1.7,Lighting
10/25/2024,9:00,ECSW UTD,2,3.45,Computing
10/25/2024,9:00,ECSW UTD,2,4.85,Refrigeration
10/25/2024,9:00,ECSW UTD,2,1.3,Office Equipment
10/25/2024,9:00,ECSW UTD,3,5.34,HVAC
10/25/2024,9:00,ECSW UTD,3,1.42,Lighting
10/25/2024,9:00,ECSW UTD,3,3.38,Computing
10/25/2024,9:00,ECSW UTD,3,4.1,Refrigeration
10/25/2024,9:00,ECSW UTD,3,1.74,Office Equipment
10/25/2024,9:00,ECSW UTD,4,4.68,HVAC
10/25/2024,9:00,ECSW UTD,4,1.17,Lighting
10/25/2024,9:00,ECSW UTD,4,3.25,Computing
10/25/2024,9:00,ECSW UTD,4,2.97,Refrigeration
10/25/2024,9:00,ECSW UTD,4,1.34,Office Equipment
10/25/2024,10:00,ECSW UTD,1,5.47,HVAC
10/25/2024,10:00,ECSW UTD,1,2.1,Lighting
10/25/2024,10:00,ECSW UTD,1,3.97,Computing
10/25/2024,10:00,ECSW UTD,1,4.51,Refrigeration
10/25/2024,10:00,ECSW UTD,1,1.17,Office Equipment
10/25/2024,10:00,ECSW UTD,2,5.01,HVAC
10/25/2024,10:00,ECSW UTD,2,1.98,Lighting
10/25/2024,10:00,ECSW UTD,2,2.21,Computing
10/25/2024,10:00,ECSW UTD,2,3.53,Refrigeration
10/25/2024,10:00,ECSW UTD,2,1.22,Office Equipment
10/25/2024,10:00,ECSW UTD,3,3.98,HVAC
10/25/2024,10:00,ECSW UTD,3,2.02,Lighting
10/25/2024,10:00,ECSW UTD,3,2.88,Computing
10/25/2024,10:00,ECSW UTD,3,3.16,Refrigeration
10/25/2024,10:00,ECSW UTD,3,1.7,Office Equipment
10/25/2024,10:00,ECSW UTD,4,5.36,HVAC
10/25/2024,10:00,ECSW UTD,4,2.11,Lighting
10/25/2024,10:00,ECSW UTD,4,2.84,Computing
10/25/2024,10:00,ECSW UTD,4,4.3,Refrigeration
10/25/2024,10:00,ECSW UTD,4,1.84,Office Equipment
10/25/2024,11:00,ECSW UTD,1,5.15,HVAC
10/25/2024,11:00,ECSW UTD,1,1.59,Lighting
10/25/2024,11:00,ECSW UTD,1,3.14,Computing
10/25/2024,11:00,ECSW UTD,1,4.6,Refrigeration
10/25/2024,11:00,ECSW UTD,1,1.2,Office Equipment
10/25/2024,11:00,ECSW UTD,2,6.05,HVAC
10/25/2024,11:00,ECSW UTD,2,1.74,Lighting
10/25/2024,11:00,ECSW UTD,2,3.02,Computing
10/25/2024,11:00,ECSW UTD,2,3.66,Refrigeration
10/25/2024,11:00,ECSW UTD,2,1.61,Office Equipment
10/25/2024,11:00,ECSW UTD,3,4.13,HVAC
10/25/2024,11:00,ECSW UTD,3,1.73,Lighting
10/25/2024,11:00,ECSW UTD,3,2.45,Computing
10/25/2024,11:00,ECSW UTD,3,4.07,Refrigeration
10/25/2024,11:00,ECSW UTD,3,2,Office Equipment
10/25/2024,11:00,ECSW UTD,4,5.32,HVAC
10/25/2024,11:00,ECSW UTD,4,0.81,Lighting
10/25/2024,11:00,ECSW UTD,4,4.02,Computing
10/25/2024,11:00,ECSW UTD,4,4.15,Refrigeration
10/25/2024,11:00,ECSW UTD,4,1.11,Office Equipment
10/25/2024,12:00,ECSW UTD,1,5.08,HVAC
10/25/2024,12:00,ECSW UTD,1,2.09,Lighting
10/25/2024,12:00,ECSW UTD,1,2.67,Computing
10/25/2024,12:00,ECSW UTD,1,4.1,Refrigeration
10/25/2024,12:00,ECSW UTD,1,1.2,Office Equipment
10/25/2024,12:00,ECSW UTD,2,4.8,HVAC
10/25/2024,12:00,ECSW UTD,2,1.66,Lighting
10/25/2024,12:00,ECSW UTD,2,2.28,Computing
10/25/2024,12:00,ECSW UTD,2,4.07,Refrigeration
10/25/2024,12:00,ECSW UTD,2,1.79,Office Equipment
10/25/2024,12:00,ECSW UTD,3,5.26,HVAC
10/25/2024,12:00,ECSW UTD,3,2.41,Lighting
10/25/2024,12:00,ECSW UTD,3,3.16,Computing
10/25/2024,12:00,ECSW UTD,3,3.73,Refrigeration
10/25/2024,12:00,ECSW UTD,3,1.92,Office Equipment
10/25/2024,12:00,ECSW UTD,4,4.32,HVAC
10/25/2024,12:00,ECSW UTD,4,1.55,Lighting
10/25/2024,12:00,ECSW UTD,4,2.52,Computing
10/25/2024,12:00,ECSW UTD,4,4.54,Refrigeration
10/25/2024,12:00,ECSW UTD,4,1.97,Office Equipment
10/25/2024,13:00,ECSW UTD,1,5.24,HVAC
10/25/2024,13:00,ECSW UTD,1,2.54,Lighting
10/25/2024,13:00,ECSW UTD,1,2.56,Computing
10/25/2024,13:00,ECSW UTD,1,4.17,Refrigeration
10/25/2024,13:00,ECSW UTD,1,1.44,Office Equipment
10/25/2024,13:00,ECSW UTD,2,5.42,HVAC
10/25/2024,13:00,ECSW UTD,2,1.94,Lighting
10/25/2024,13:00,ECSW UTD,2,2.81,Computing
10/25/2024,13:00,ECSW UTD,2,4.27,Refrigeration
10/25/2024,13:00,ECSW UTD,2,1.94,Office Equipment
10/25/2024,13:00,ECSW UTD,3,4.67,HVAC
10/25/2024,13:00,ECSW UTD,3,1.97,Lighting
10/25/2024,13:00,ECSW UTD,3,2.47,Computing
10/25/2024,13:00,ECSW UTD,3,2.75,Refrigeration
10/25/2024,13:00,ECSW UTD,3,1.6,Office Equipment
10/25/2024,13:00,ECSW UTD,4,5.3,HVAC
10/25/2024,13:00,ECSW UTD,4,2.13,Lighting
10/25/2024,13:00,ECSW UTD,4,2.03,Computing
10/25/2024,13:00,ECSW UTD,4,3.82,Refrigeration
10/25/2024,13:00,ECSW UTD,4,0.39,Office Equipment
10/25/2024,14:00,ECSW UTD,1,5.68,HVAC
10/25/2024,14:00,ECSW UTD,1,1.46,Lighting
10/25/2024,14:00,ECSW UTD,1,3.63,Computing
10/25/2024,14:00,ECSW UTD,1,4.47,Refrigeration
10/25/2024,14:00,ECSW UTD,1,1.05,Office Equipment
10/25/2024,14:00,ECSW UTD,2,4.43,HVAC
10/25/2024,14:00,ECSW UTD,2,2.18,Lighting
10/25/2024,14:00,ECSW UTD,2,2.58,Computing
10/25/2024,14:00,ECSW UTD,2,4.05,Refrigeration
10/25/2024,14:00,ECSW UTD,2,1.26,Office Equipment
10/25/2024,14:00,ECSW UTD,3,4.11,HVAC
10/25/2024,14:00,ECSW UTD,3,0.88,Lighting
10/25/2024,14:00,ECSW UTD,3,3.11,Computing
10/25/2024,14:00,ECSW UTD,3,3.72,Refrigeration
10/25/2024,14:00,ECSW UTD,3,1.22,Office Equipment
10/25/2024,14:00,ECSW UTD,4,5.35,HVAC
10/25/2024,14:00,ECSW UTD,4,2.59,Lighting
10/25/2024,14:00,ECSW UTD,4,2.86,Computing
10/25/2024,14:00,ECSW UTD,4,3.83,Refrigeration
10/25/2024,14:00,ECSW UTD,4,1.75,Office Equipment
10/25/2024,15:00,ECSW UTD,1,4.32,HVAC
10/25/2024,15:00,ECSW UTD,1,2.11,Lighting
10/25/2024,15:00,ECSW UTD,1,3.28,Computing
10/25/2024,15:00,ECSW UTD,1,4.34,Refrigeration
10/25/2024,15:00,ECSW UTD,1,0.53,Office Equipment
10/25/2024,15:00,ECSW UTD,2,4.62,HVAC
10/25/2024,15:00,ECSW UTD,2,1.56,Lighting
10/25/2024,15:00,ECSW UTD,2,3.05,Computing
10/25/2024,15:00,ECSW UTD,2,4.24,Refrigeration
10/25/2024,15:00,ECSW UTD,2,2.25,Office Equipment
10/25/2024,15:00,ECSW UTD,3,4.75,HVAC
10/25/2024,15:00,ECSW UTD,3,1.75,Lighting
10/25/2024,15:00,ECSW UTD,3,3.57,Computing
10/25/2024,15:00,ECSW UTD,3,4.15,Refrigeration
10/25/2024,15:00,ECSW UTD,3,2.13,Office Equipment
10/25/2024,15:00,ECSW UTD,4,5.14,HVAC
10/25/2024,15:00,ECSW UTD,4,1.42,Lighting
10/25/2024,15:00,ECSW UTD,4,2.33,Computing
10/25/2024,15:00,ECSW UTD,4,3.22,Refrigeration
10/25/2024,15:00,ECSW UTD,4,1.83,Office Equipment
10/25/2024,16:00,ECSW UTD,1,5.59,HVAC
10/25/2024,16:00,ECSW UTD,1,2.92,Lighting
10/25/2024,16:00,ECSW UTD,1,3.42,Computing
10/25/2024,16:00,ECSW UTD,1,4.58,Refrigeration
10/25/2024,16:00,ECSW UTD,1,1.21,Office Equipment
10/25/2024,16:00,ECSW UTD,2,4.42,HVAC
10/25/2024,16:00,ECSW UTD,2,2.43,Lighting
10/25/2024,16:00,ECSW UTD,2,3.21,Computing
10/25/2024,16:00,ECSW UTD,2,4.05,Refrigeration
10/25/2024,16:00,ECSW UTD,2,1.69,Office Equipment
10/25/2024,16:00,ECSW UTD,3,5.16,HVAC
10/25/2024,16:00,ECSW UTD,3,2.64,Lighting
10/25/2024,16:00,ECSW UTD,3,3.65,Computing
10/25/2024,16:00,ECSW UTD,3,4.27,Refrigeration
10/25/2024,16:00,ECSW UTD,3,1.92,Office Equipment
10/25/2024,16:00,ECSW UTD,4,5.26,HVAC
10/25/2024,16:00,ECSW UTD,4,1.77,Lighting
10/25/2024,16:00,ECSW UTD,4,3.38,Computing
10/25/2024,16:00,ECSW UTD,4,3.3,Refrigeration
10/25/2024,16:00,ECSW UTD,4,2.03,Office Equipment
10/25/2024,17:00,ECSW UTD,1,4.4,HVAC
10/25/2024,17:00,ECSW UTD,1,2.14,Lighting
10/25/2024,17:00,ECSW UTD,1,2.58,Computing
10/25/2024,17:00,ECSW UTD,1,4.28,Refrigeration
10/25/2024,17:00,ECSW UTD,1,1.48,Office Equipment
10/25/2024,17:00,ECSW UTD,2,4.2,HVAC
10/25/2024,17:00,ECSW UTD,2,2.21,Lighting
10/25/2024,17:00,ECSW UTD,2,2.71,Computing
10/25/2024,17:00,ECSW UTD,2,4.44,Refrigeration
10/25/2024,17:00,ECSW UTD,2,1.5,Office Equipment
10/25/2024,17:00,ECSW UTD,3,5.2,HVAC
10/25/2024,17:00,ECSW UTD,3,1.52,Lighting
10/25/2024,17:00,ECSW UTD,3,2.71,Computing
10/25/2024,17:00,ECSW UTD,3,3.77,Refrigeration
10/25/2024,17:00,ECSW UTD,3,1.93,Office Equipment
10/25/2024,17:00,ECSW UTD,4,5.84,HVAC
10/25/2024,17:00,ECSW UTD,4,1.6,Lighting
10/25/2024,17:00,ECSW UTD,4,3.54,Computing
10/25/2024,17:00,ECSW UTD,4,2.92,Refrigeration
10/25/2024,17:00,ECSW UTD,4,0.9,Office Equipment
10/26/2024,9:00,ECSW UTD,1,4.52,HVAC
10/26/2024,9:00,ECSW UTD,1,1.32,Lighting
10/26/2024,9:00,ECSW UTD,1,2.21,Computing
10/26/2024,9:00,ECSW UTD,1,4.21,Refrigeration
10/26/2024,9:00,ECSW UTD,1,1.39,Office Equipment
10/26/2024,9:00,ECSW UTD,2,5.19,HVAC
10/26/2024,9:00,ECSW UTD,2,2.35,Lighting
10/26/2024,9:00,ECSW UTD,2,3.13,Computing
10/26/2024,9:00,ECSW UTD,2,4.33,Refrigeration
10/26/2024,9:00,ECSW UTD,2,1.47,Office Equipment
10/26/2024,9:00,ECSW UTD,3,4.41,HVAC
10/26/2024,9:00,ECSW UTD,3,2.53,Lighting
10/26/2024,9:00,ECSW UTD,3,2.71,Computing
10/26/2024,9:00,ECSW UTD,3,3.53,Refrigeration
10/26/2024,9:00,ECSW UTD,3,1.41,Office Equipment
10/26/2024,9:00,ECSW UTD,4,4.54,HVAC
10/26/2024,9:00,ECSW UTD,4,1.79,Lighting
10/26/2024,9:00,ECSW UTD,4,3.17,Computing
10/26/2024,9:00,ECSW UTD,4,4.17,Refrigeration
10/26/2024,9:00,ECSW UTD,4,1.05,Office Equipment
10/26/2024,10:00,ECSW UTD,1,4.76,HVAC
10/26/2024,10:00,ECSW UTD,1,2.54,Lighting
10/26/2024,10:00,ECSW UTD,1,3.25,Computing
10/26/2024,10:00,ECSW UTD,1,5.04,Refrigeration
10/26/2024,10:00,ECSW UTD,1,2.09,Office Equipment
10/26/2024,10:00,ECSW UTD,2,5.57,HVAC
10/26/2024,10:00,ECSW UTD,2,1.31,Lighting
10/26/2024,10:00,ECSW UTD,2,3.38,Computing
10/26/2024,10:00,ECSW UTD,2,3.97,Refrigeration
10/26/2024,10:00,ECSW UTD,2,1.22,Office Equipment
10/26/2024,10:00,ECSW UTD,3,5.08,HVAC
10/26/2024,10:00,ECSW UTD,3,2.47,Lighting
10/26/2024,10:00,ECSW UTD,3,3.25,Computing
10/26/2024,10:00,ECSW UTD,3,3.56,Refrigeration
10/26/2024,10:00,ECSW UTD,3,1.87,Office Equipment
10/26/2024,10:00,ECSW UTD,4,4.68,HVAC
10/26/2024,10:00,ECSW UTD,4,2.11,Lighting
10/26/2024,10:00,ECSW UTD,4,2.85,Computing
10/26/2024,10:00,ECSW UTD,4,3.89,Refrigeration
10/26/2024,10:00,ECSW UTD,4,1.88,Office Equipment
10/26/2024,11:00,ECSW UTD,1,4.48,HVAC
10/26/2024,11:00,ECSW UTD,1,2.97,Lighting
10/26/2024,11:00,ECSW UTD,1,2.09,Computing
10/26/2024,11:00,ECSW UTD,1,3.7,Refrigeration
10/26/2024,11:00,ECSW UTD,1,1.69,Office Equipment
10/26/2024,11:00,ECSW UTD,2,5.29,HVAC
10/26/2024,11:00,ECSW UTD,2,1.95,Lighting
10/26/2024,11:00,ECSW UTD,2,2.97,Computing
10/26/2024,11:00,ECSW UTD,2,4.21,Refrigeration
10/26/2024,11:00,ECSW UTD,2,1.38,Office Equipment
10/26/2024,11:00,ECSW UTD,3,5.7,HVAC
10/26/2024,11:00,ECSW UTD,3,2.42,Lighting
10/26/2024,11:00,ECSW UTD,3,3.44,Computing
10/26/2024,11:00,ECSW UTD,3,3.52,Refrigeration
10/26/2024,11:00,ECSW UTD,3,1.46,Office Equipment
10/26/2024,11:00,ECSW UTD,4,4.85,HVAC
10/26/2024,11:00,ECSW UTD,4,1.5,Lighting
10/26/2024,11:00,ECSW UTD,4,3.18,Computing
10/26/2024,11:00,ECSW UTD,4,3.73,Refrigeration
10/26/2024,11:00,ECSW UTD,4,1.83,Office Equipment
10/26/2024,12:00,ECSW UTD,1,4.46,HVAC
10/26/2024,12:00,ECSW UTD,1,2.86,Lighting
10/26/2024,12:00,ECSW UTD,1,2.55,Computing
10/26/2024,12:00,ECSW UTD,1,4.11,Refrigeration
10/26/2024,12:00,ECSW UTD,1,1.9,Office Equipment
10/26/2024,12:00,ECSW UTD,2,4.71,HVAC
10/26/2024,12:00,ECSW UTD,2,2.43,Lighting
